,name,year,process,noCores,noThreads,baseFreq,CacheVal,maxMem,MemType,MemType_class,MemChannels,PCI_express,HyperTh,virtualTh,intel64,TDP,price,CPUMark,ThreadMark
504,Intel i7-950,2009,45,4,8,3.06,8,24,DDR3,1,3,1,1,1,1,130,305,3017,1382
505,Intel i7-960,2009,45,4,8,3.2,8,24,DDR3,1,3,1,1,1,1,130,305,3219,1463
506,Intel i7-965,2008,45,4,8,3.2,8,24,DDR3,1,3,1,1,1,1,130,990,3340,1485
507,Intel i7-970,2010,32,6,12,3.2,12,24,DDR3,1,3,1,1,1,1,130,594,6724,1483
508,Intel i7-975,2009,45,4,8,3.33,8,24,DDR3,1,3,1,1,1,1,130,1059,3198,1525
509,Intel i7-980,2011,32,6,12,3.33,12,24,DDR3,1,3,1,1,1,1,130,594,6888,1531
510,Intel i7-980X,2010,32,6,12,3.33,12,24,DDR3,1,3,1,1,1,1,130,1059,6554,1535
511,Intel i7-990X,2011,32,6,12,3.46,12,24,DDR3,1,3,1,1,1,1,130,1059,7284,1596
512,Intel i9-7900X,2017,14,10,20,3.3,13.75,128,DDR4,2,4,44,1,1,1,140,989,21335,2538
513,Intel i9-7920X,2017,14,12,24,2.9,16.5,128,DDR4,2,4,44,1,1,1,140,1189,23398,2519
514,Intel 5Y10c,2014,14,2,4,800,4,16,DDR3,1,2,12,1,1,1,4.5,281,1828,1007
515,Intel 5Y31,2014,14,2,4,900,4,16,DDR3,1,2,12,1,1,1,4.5,281,1972,1199
516,Intel 5Y51,2014,14,2,4,1.1,4,16,DDR3,1,2,12,1,1,1,4.5,281,1532,994
517,Intel 5Y71,2014,14,2,4,1.2,4,16,DDR3,1,2,12,1,1,1,4.5,281,2002,1260
518,Intel M3-6Y30,2015,14,2,4,900,4,16,DDR3,1,2,10,1,1,1,4.5,281,1796,1027
519,Intel M3-7Y30,2016,14,2,4,1,4,16,DDR3,1,2,10,1,1,1,4.5,281,2691,1422
520,Intel M3-7Y32,2017,14,2,4,1.1,4,16,DDR3,1,2,10,1,1,1,4.5,281,2578,1468
521,Intel M5-6Y54,2015,14,2,4,1.1,4,16,DDR3,1,2,10,1,1,1,7,281,2634,1471
522,Intel M5-6Y57,2015,14,2,4,1.1,4,16,DDR3,1,2,10,1,1,1,7,281,2470,1418
523,Intel M7-6Y75,2015,14,2,4,1.2,4,16,DDR3,1,2,10,1,1,1,7,393,2179,1303
524,Intel E7300,2008,45,2,1,2.66,3,1,DDR3,1,1,1,0,0,1,65,117,990,1126
525,Intel E7400,2008,45,2,1,2.8,3,1,DDR3,1,1,1,0,0,1,65,110,978,1099
526,Intel E7500,2009,45,2,1,2.93,3,1,DDR3,1,1,1,0,0,1,65,125,1057,1187
527,Intel E7600,2009,45,2,1,3.06,3,1,DDR3,1,1,1,0,1,1,65,147,1202,1227
528,Intel E8400,2008,45,2,1,3,6,1,DDR3,1,1,1,0,1,1,65,149,1181,1245
529,Intel E8500,2008,45,2,1,3.16,6,1,DDR3,1,1,1,0,1,1,65,200,1237,1323
530,Intel E8600,2008,45,2,1,3.33,6,1,DDR3,1,1,1,0,1,1,65,285,1366,1405
531,Intel P8400,2008,45,2,1,2.26,3,1,DDR3,1,1,1,0,1,1,25,199,832,912
532,Intel P8600,2008,45,2,1,2.4,3,1,DDR3,1,1,1,0,1,1,25,211,866,958
533,Intel P8800,2009,45,2,1,2.66,3,1,DDR3,1,1,1,0,1,1,25,253,916,1066
534,Intel P9500,2008,45,2,1,2.53,6,1,DDR3,1,1,1,0,1,1,25,364,876,1000
535,Intel SL9400,2008,45,2,1,1.86,6,1,DDR3,1,1,1,0,1,1,17,247,672,728
536,Intel T7400,2006,65,2,1,2.16,4,1,DDR3,1,1,1,0,1,1,34,213,713,827
537,Intel T9400,2008,45,2,1,2.53,6,1,DDR3,1,1,1,0,1,1,35,250,910,1005
538,Intel Q9300,2008,45,4,1,2.5,6,1,DDR3,1,1,1,0,1,1,45,200,1929,1081
539,Intel Q8200,2008,45,4,1,2.33,4,1,DDR3,1,1,1,0,0,1,95,179,1770,1015
540,Intel Q8300,2008,45,4,1,2.5,4,1,DDR3,1,1,1,0,0,1,95,179,1775,1044
541,Intel Q8400,2009,45,4,1,2.66,4,1,DDR3,1,1,1,0,1,1,95,179,2031,1156
542,Intel Q9000,2009,45,4,1,2,6,1,DDR3,1,1,1,0,1,1,45,364,1540,886
543,Intel Q9300,2008,45,4,1,2.5,6,1,DDR3,1,1,1,0,1,1,45,200,1929,1081
544,Intel Q9400,2008,45,4,1,2.66,6,1,DDR3,1,1,1,0,1,1,95,180,2040,1131
545,Intel Q9505,2009,45,4,1,2.83,6,1,DDR3,1,1,1,0,1,1,95,234,2027,1204
546,Intel Q9550,2008,45,4,1,2.83,12,1,DDR3,1,1,1,0,1,1,95,287,2249,1221
547,Intel Q9650,2008,45,4,1,3,12,1,DDR3,1,1,1,0,1,1,95,339,2417,1295
548,Intel 2020M,2012,22,2,2,2.4,2,32,DDR3,1,2,1,0,1,1,35,134,1304,1293
549,Intel 2030M,2013,22,2,2,2.5,2,32,DDR3,1,2,1,0,1,1,35,134,1556,1382
550,Intel 2117U,2012,22,2,2,1.8,2,32,DDR3,1,2,1,0,1,1,17,134,935,890
551,Intel 2127U,2013,22,2,2,1.9,2,32,DDR3,1,2,1,0,1,1,17,134,1133,1039
552,Intel 3550M,2013,22,2,2,2.3,2,32,DDR3,1,2,16,0,1,1,37,134,1516,1310
553,Intel 3558U,2013,22,2,2,1.7,2,16,DDR3,1,2,10,0,1,1,15,161,952,902
554,Intel 3560M,2014,22,2,2,2.4,2,32,DDR3,1,2,16,0,1,1,37,134,1630,1398
555,Intel 3805U,2015,14,2,2,1.9,2,16,DDR3,1,2,12,0,1,1,15,161,1038,907
556,Intel 3825U,2015,14,2,4,1.9,2,16,DDR3,1,2,12,1,1,1,15,161,1443,1148
557,Intel 4405U,2015,14,2,4,2.1,2,32,DDR4,2,2,10,1,1,1,15,161,1996,1188
558,Intel 4405Y,2015,14,2,4,1.5,2,16,DDR3,1,2,10,1,1,1,6,161,1533,873
559,Intel 4410Y,2017,14,2,4,1.5,2,16,DDR3,1,2,10,1,1,1,6,161,1366,806
560,Intel 4415U,2017,14,2,4,2.3,2,32,DDR4,2,2,10,1,1,1,15,161,2092,1209
561,Intel 4415Y,2017,14,2,4,1.6,2,16,DDR3,1,2,10,1,1,1,6,161,1636,916
562,Intel A1020,2016,22,4,4,2.41,2,8,DDR3,1,2,4,0,1,1,10,86,1279,723
563,Intel 805,2005,90,2,1,2.66,2,1,DDR3,1,1,1,0,0,1,95,93,447,501
564,Intel 830,2005,90,2,1,3,2,1,DDR3,1,1,1,0,0,1,95,316,472,568
565,Intel 915,2006,65,2,1,2.8,4,1,DDR3,1,1,1,0,0,1,95,74,513,617
566,Intel 940,2006,65,2,1,3.2,4,1,DDR3,1,1,1,0,1,1,130,183,456,596
567,Intel 950,2006,65,2,1,3.4,4,1,DDR3,1,1,1,0,1,1,130,224,711,735
568,Intel 960,2006,65,2,1,3.6,4,1,DDR3,1,1,1,0,1,1,130,316,798,844
569,Intel D1508,2015,14,2,4,2.2,3,128,DDR4,2,2,32,1,1,1,25,129,3813,1498
570,Intel E5200,2008,45,2,1,2.5,2,1,DDR3,1,1,1,0,0,1,65,72,826,969
571,Intel E5300,2008,45,2,1,2.6,2,1,DDR3,1,1,1,0,0,1,65,62,994,1088
572,Intel E5400,2009,45,2,1,2.7,2,1,DDR3,1,1,1,0,0,1,65,67,988,1110
573,Intel E5500,2010,45,2,1,2.8,2,1,DDR3,1,1,1,0,1,1,65,72,1069,1206
574,Intel E5700,2010,45,2,1,3,2,1,DDR3,1,1,1,0,1,1,65,64,1131,1260
575,Intel E5800,2010,45,2,1,3.2,2,1,DDR3,1,1,1,0,1,1,65,72,1184,1361
576,Intel E6500,2008,45,2,1,2.93,2,1,DDR3,1,1,1,0,1,1,65,68,1130,1256
577,Intel E6800,2010,45,2,1,3.33,2,1,DDR3,1,1,1,0,1,1,65,93,1136,1314
578,Intel 955,2006,65,2,1,3.46,4,1,DDR3,1,1,1,1,1,1,130,999,912,800
579,Intel 965,2006,65,2,1,3.73,4,1,DDR3,1,1,1,1,1,1,130,999,1155,941
580,Intel G2010,2013,22,2,2,2.8,3,32,DDR3,1,2,1,0,1,1,55,64,1360,1512
581,Intel G2020,2013,22,2,2,2.9,3,32,DDR3,1,2,1,0,1,1,55,64,1640,1572
582,Intel G2020T,2013,22,2,2,2.5,3,32,DDR3,1,2,1,0,1,1,35,64,1463,1305
583,Intel G2030,2013,22,2,2,3,3,32,DDR3,1,2,1,0,1,1,55,64,1707,1618
584,Intel G2030T,2013,22,2,2,2.6,3,32,DDR3,1,2,1,0,1,1,35,64,1589,1445
585,Intel G2120,2012,22,2,2,3.1,3,32,DDR3,1,2,1,0,1,1,55,65,1921,1715
586,Intel G2130,2013,22,2,2,3.2,3,32,DDR3,1,2,1,0,1,1,55,75,1977,1763
587,Intel G2140,2013,22,2,2,3.3,3,32,DDR3,1,2,1,0,1,1,55,93,2055,1836
588,Intel G3220,2013,22,2,2,3,3,32,DDR3,1,2,16,0,1,1,54,54,1909,1706
589,Intel G3220T,2013,22,2,2,2.6,3,32,DDR3,1,2,16,0,1,1,35,64,1672,1503
590,Intel G3240,2014,22,2,2,3.1,3,32,DDR3,1,2,16,0,1,1,53,54,1908,1753
591,Intel G3240T,2014,22,2,2,2.7,3,32,DDR3,1,2,16,0,1,1,35,64,1806,1552
592,Intel G3250,2014,22,2,2,3.2,3,32,DDR3,1,2,16,0,1,1,53,50,1995,1860
593,Intel G3250T,2014,22,2,2,2.8,3,32,DDR3,1,2,16,0,1,1,35,64,1860,1614
594,Intel G3258,2014,22,2,2,3.2,3,32,DDR3,1,2,16,0,1,1,53,72,2095,1739
595,Intel G3260,2015,22,2,2,3.3,3,32,DDR3,1,2,16,0,1,1,53,64,2058,1869
596,Intel G3260T,2015,22,2,2,2.9,3,32,DDR3,1,2,16,0,1,1,35,64,2018,1674
597,Intel G3320TE,2013,22,2,2,2.3,3,32,DDR3,1,2,16,0,1,1,35,70,1644,1324
598,Intel G3420,2013,22,2,2,3.2,3,32,DDR3,1,2,16,0,1,1,54,75,1985,1790
599,Intel G3420T,2013,22,2,2,2.7,3,32,DDR3,1,2,16,0,1,1,35,75,2070,1575
600,Intel G3430,2013,22,2,2,3.3,3,32,DDR3,1,2,16,0,1,1,54,86,1977,1821
601,Intel G3440,2014,22,2,2,3.3,3,32,DDR3,1,2,16,0,1,1,53,75,2221,1871
602,Intel G3440T,2014,22,2,2,2.8,3,32,DDR3,1,2,16,0,1,1,35,75,2134,1628
603,Intel G3450,2014,22,2,2,3.4,3,32,DDR3,1,2,16,0,1,1,53,75,2426,1978
604,Intel G3450T,2014,22,2,2,2.9,3,32,DDR3,1,2,16,0,1,1,35,75,2042,1144
605,Intel G3460,2014,22,2,2,3.5,3,32,DDR3,1,2,16,0,1,1,53,75,2302,2037
606,Intel G3470,2015,22,2,2,3.6,3,32,DDR3,1,2,16,0,1,1,53,86,2444,2097
607,Intel G4400,2015,14,2,2,3.3,3,64,DDR4,2,2,16,0,1,1,54,64,2615,2037
608,Intel G4400T,2015,14,2,2,2.9,3,64,DDR4,2,2,16,0,1,1,35,64,2453,1788
609,Intel G4400TE,2015,14,2,2,2.4,3,64,DDR4,2,2,16,0,1,1,35,64,2217,1498
610,Intel G4500,2015,14,2,2,3.5,3,64,DDR4,2,2,16,0,1,1,51,75,2866,2168
611,Intel G4500T,2015,14,2,2,3,3,64,DDR4,2,2,16,0,1,1,35,75,2593,1833
612,Intel G4520,2015,14,2,2,3.6,3,64,DDR4,2,2,16,0,1,1,51,86,2960,2266
613,Intel G4560,2017,14,2,4,3.5,3,64,DDR4,2,2,16,1,1,1,54,64,3552,2152
614,Intel G4560T,2017,14,2,4,2.9,3,64,DDR4,2,2,16,1,1,1,35,64,2976,1699
615,Intel G4600,2017,14,2,4,3.6,3,64,DDR4,2,2,16,1,1,1,51,75,3544,2119
616,Intel G4600T,2017,14,2,4,3,3,64,DDR4,2,2,16,1,1,1,35,75,3306,1875
617,Intel G4620,2017,14,2,4,3.7,3,64,DDR4,2,2,16,1,1,1,51,86,3932,2272
618,Intel G620,2011,32,2,2,2.6,3,32,DDR3,1,2,1,0,1,1,65,64,1285,1241
619,Intel G620T,2011,32,2,2,2.2,3,32,DDR3,1,2,1,0,1,1,35,70,893,957
620,Intel G630,2011,32,2,2,2.7,3,32,DDR3,1,2,1,0,1,1,65,64,1367,1269
621,Intel G630T,2011,32,2,2,2.3,3,32,DDR3,1,2,1,0,1,1,35,72,954,899
622,Intel G640,2012,32,2,2,2.8,3,32,DDR3,1,2,1,0,1,1,65,64,1249,1337
623,Intel G640T,2012,32,2,2,2.4,3,32,DDR3,1,2,16,0,1,1,35,64,1132,1100
624,Intel G645,2012,32,2,2,2.9,3,32,DDR3,1,2,1,0,1,1,65,64,1367,1347
625,Intel G645T,2012,32,2,2,2.5,3,32,DDR3,1,2,16,0,1,1,35,64,1222,1188
626,Intel G6950,2010,32,2,2,2.8,3,16.38,DDR3,1,2,16,0,1,1,73,77,1181,1212
627,Intel G840,2011,32,2,2,2.8,3,32,DDR3,1,2,1,0,1,1,65,75,1416,1330
628,Intel G850,2011,32,2,2,2.9,3,32,DDR3,1,2,1,0,1,1,65,67,1210,1235
629,Intel G860,2011,32,2,2,3,3,32,DDR3,1,2,1,0,1,1,65,75,1517,1391
630,Intel G870,2012,32,2,2,3.1,3,32,DDR3,1,2,16,0,1,1,65,82,1552,1472
631,Intel J2850,2013,22,4,4,2.41,2,8,DDR3,1,2,4,0,1,1,10,94,1053,624
632,Intel J2900,2013,22,4,4,2.41,2,8,DDR3,1,2,4,0,1,1,10,94,1241,731
633,Intel J4205,2015,14,4,4,1.5,2,8,DDR4,2,2,6,0,1,1,10,161,2315,868
634,Intel N3520,2013,22,4,4,2.17,2,8,DDR3,1,2,4,0,1,1,7.5,161,1144,665
635,Intel N3530,2014,22,4,4,2.16,2,8,DDR3,1,2,4,0,1,1,7.5,161,1218,710
636,Intel N3540,2014,22,4,4,2.16,2,8,DDR3,1,2,4,0,1,1,7.5,161,1159,710
637,Intel N3700,2015,14,4,4,1.6,2,8,DDR3,1,2,4,0,1,1,6,161,1330,655
638,Intel N3710,2016,14,4,4,1.6,2,8,DDR3,1,2,4,0,1,1,6,161,1365,705
639,Intel N4200,2016,14,4,4,1.1,2,8,DDR4,2,2,6,0,1,1,6,161,2130,870
640,Intel 5140,2006,65,2,1,2.33,4,1,DDR3,1,1,1,0,1,1,65,478,806,860
641,Intel 3104,2017,14,6,6,1.7,8.25,768,DDR4,2,6,48,0,1,1,85,213,5777,1032
642,Intel 3106,2017,14,8,8,1.7,11,768,DDR4,2,6,48,0,1,1,85,306,6848,992
643,Intel D-1518,2015,14,4,8,2.2,6,128,DDR4,2,2,32,1,1,1,35,234,5944,974
644,Intel D-1520,2015,14,4,8,2.2,6,128,DDR4,2,2,32,1,1,1,45,199,5114,645
645,Intel D-1521,2015,14,4,8,2.4,6,128,DDR4,2,2,32,1,1,1,45,199,6980,1441
646,Intel D-1528,2015,14,6,12,1.9,9,128,DDR4,2,2,32,1,1,1,35,389,8010,1103
647,Intel D-1531,2015,14,6,12,2.2,9,128,DDR4,2,2,32,1,1,1,45,348,8691,1599
648,Intel D-1537,2015,14,8,16,1.7,12,128,DDR4,2,2,32,1,1,1,35,571,8445,940
649,Intel D-1539,2016,14,8,16,1.6,12,128,DDR4,2,2,32,1,1,1,35,590,8444,1004
650,Intel D-1540,2015,14,8,16,2,12,128,DDR4,2,2,32,1,1,1,45,581,10741,1371
651,Intel D-1541,2015,14,8,16,2.1,12,128,DDR4,2,2,32,1,1,1,45,581,10365,1522
652,Intel D-1548,2015,14,8,16,2,12,128,DDR4,2,2,32,1,1,1,45,675,10680,1402
653,Intel D-1557,2016,14,12,24,1.5,18,128,DDR4,2,2,32,1,1,1,45,844,10951,1104
654,Intel D-1559,2016,14,12,24,1.5,18,128,DDR4,2,2,32,1,1,1,45,883,8687,875
655,Intel D-1567,2016,14,12,24,2.1,18,128,DDR4,2,2,32,1,1,1,65,1299,14210,1520
656,Intel E3-1220,2011,32,4,4,3.1,8,32,DDR3,1,2,20,0,1,1,80,189,3508,1554
657,Intel E3-1220V2,2012,22,4,4,3.1,8,32.77,DDR3,1,2,1,0,1,1,69,189,4689,1928
658,Intel E3-1220V5,2015,14,4,4,3,8,64,DDR4,2,2,16,0,1,1,80,193,6084,2102
659,Intel E3-1220V6,2017,14,4,4,3,8,64,DDR4,2,2,16,0,1,1,72,193,6060,2069
660,Intel E3-1220L,2011,32,2,4,2.2,3,32,DDR3,1,2,20,1,1,1,20,189,2005,1352
661,Intel E3-1220LV2,2012,22,2,4,2.3,3,32.23,DDR3,1,2,1,1,1,1,17,189,2678,1419
662,Intel E3-1225,2011,32,4,4,3.1,6,32,DDR3,1,2,20,0,1,1,95,175,3584,1503
663,Intel E3-1225V2,2012,22,4,4,3.2,8,32.77,DDR3,1,2,1,0,1,1,77,186,4725,1957
664,Intel E3-1225V3,2013,22,4,4,3.2,8,32,DDR3,1,2,16,0,1,1,84,213,5309,2056
665,Intel E3-1225V5,2015,14,4,4,3.3,8,64,DDR4,2,2,16,0,1,1,80,213,5736,1905
666,Intel E3-1225V6,2017,14,4,4,3.3,8,64,DDR4,2,2,16,0,1,1,73,213,6321,2299
667,Intel E3-1226V3,2014,22,4,4,3.3,8,32,DDR3,1,2,16,0,1,1,84,213,5524,2072
668,Intel E3-1230,2011,32,4,8,3.2,8,32,DDR3,1,2,20,1,1,1,80,230,4997,1691
669,Intel E3-1230V2,2012,22,4,8,3.3,8,32.77,DDR3,1,2,1,1,1,1,69,215,6250,2007
670,Intel E3-1230V5,2015,14,4,8,3.4,8,64,DDR4,2,2,16,1,1,1,80,250,7414,2263
671,Intel E3-1230V6,2017,14,4,8,3.5,8,64,DDR4,2,2,16,1,1,1,72,250,7732,2162
672,Intel E3-1231V3,2014,22,4,8,3.4,8,32,DDR3,1,2,16,1,1,1,80,240,7065,2162
673,Intel E3-1235,2011,32,4,8,3.2,8,32,DDR3,1,2,20,1,1,1,95,250,4335,1590
674,Intel E3-1235LV5,2015,14,4,4,2,8,64,DDR4,2,2,16,0,1,1,25,250,5074,1782
675,Intel E3-1240,2011,32,4,8,3.3,8,32,DDR3,1,2,20,1,1,1,80,250,5121,1736
676,Intel E3-1240V2,2012,22,4,8,3.4,8,32.77,DDR3,1,2,1,1,1,1,69,250,6406,2051
677,Intel E3-1240V5,2015,14,4,8,3.5,8,64,DDR4,2,2,16,1,1,1,80,272,8166,2352
678,Intel E3-1240V6,2017,14,4,8,3.7,8,64,DDR4,2,2,16,1,1,1,72,272,8561,2481
679,Intel E3-1240LV3,2014,22,4,8,2,8,32,DDR3,1,2,16,1,1,1,25,278,5127,1709
680,Intel E3-1240LV5,2015,14,4,8,2.1,8,64,DDR4,2,2,16,1,1,1,25,278,5951,1914
681,Intel E3-1241V3,2014,22,4,8,3.5,8,32,DDR3,1,2,16,1,1,1,80,262,7281,2238
682,Intel E3-1245,2011,32,4,8,3.3,8,32,DDR3,1,2,20,1,1,1,95,262,5244,1734
683,Intel E3-1245V2,2012,22,4,8,3.4,8,32.77,DDR3,1,2,1,1,1,1,77,266,6322,2077
684,Intel E3-1245V5,2015,14,4,8,3.5,8,64,DDR4,2,2,16,1,1,1,80,284,8200,2285
685,Intel E3-1245V6,2017,14,4,8,3.7,8,64,DDR4,2,2,16,1,1,1,73,284,8575,2513
686,Intel E3-1246V3,2014,22,4,8,3.5,8,32,DDR3,1,2,16,1,1,1,84,276,7071,2204
687,Intel E3-1260L,2011,32,4,8,2.4,8,32,DDR3,1,2,20,1,1,1,45,294,3429,1354
688,Intel E3-1260LV5,2015,14,4,8,2.9,8,64,DDR4,2,2,16,1,1,1,45,294,7894,2346
689,Intel E3-1265LV2,2012,22,4,8,2.5,8,32.77,DDR3,1,2,1,1,1,1,45,294,5130,1670
690,Intel E3-1265LV4,2015,14,4,8,2.3,6,32,DDR3,1,2,16,1,1,1,35,417,6303,1899
691,Intel E3-1268LV3,2013,22,4,8,2.3,8,32,DDR3,1,2,16,1,1,1,45,377,5401,1911
692,Intel E3-1268LV5,2015,14,4,8,2.4,8,64,DDR4,2,2,16,1,1,1,35,377,6680,1890
693,Intel E3-1270,2011,32,4,8,3.4,8,32,DDR3,1,2,20,1,1,1,80,328,5408,1728
694,Intel E3-1270V2,2012,22,4,8,3.5,8,32.77,DDR3,1,2,1,1,1,1,69,328,6564,2117
695,Intel E3-1270V5,2015,14,4,8,3.6,8,64,DDR4,2,2,16,1,1,1,80,328,8404,2240
696,Intel E3-1270V6,2017,14,4,8,3.8,8,64,DDR4,2,2,16,1,1,1,72,328,8732,2490
697,Intel E3-1271V3,2014,22,4,8,3.6,8,32,DDR3,1,2,16,1,1,1,80,328,7458,2299
698,Intel E3-1275,2011,32,4,8,3.4,8,32,DDR3,1,2,20,1,1,1,95,315,4351,1736
699,Intel E3-1275V2,2012,22,4,8,3.5,8,32.77,DDR3,1,2,1,1,1,1,77,319,6136,2162
700,Intel E3-1275V5,2015,14,4,8,3.6,8,64,DDR4,2,2,16,1,1,1,80,339,8288,2283
701,Intel E3-1275V6,2017,14,4,8,3.8,8,64,DDR4,2,2,16,1,1,1,73,339,8564,2524
702,Intel E3-1275LV3,2014,22,4,8,2.7,8,32,DDR3,1,2,16,1,1,1,45,328,6189,2142
703,Intel E3-1276V3,2014,22,4,8,3.6,8,32,DDR3,1,2,16,1,1,1,84,339,7280,2300
704,Intel E3-1280,2011,32,4,8,3.5,8,32,DDR3,1,2,20,1,1,1,95,612,5457,1787
705,Intel E3-1280V2,2012,22,4,8,3.6,8,32.77,DDR3,1,2,1,1,1,1,69,623,5906,2123
706,Intel E3-1280V5,2015,14,4,8,3.7,8,64,DDR4,2,2,16,1,1,1,80,612,8145,2338
707,Intel E3-1280V6,2017,14,4,8,3.9,8,64,DDR4,2,2,16,1,1,1,72,383,9076,2576
708,Intel E3-1281V3,2014,22,4,8,3.7,8,32,DDR3,1,2,16,1,1,1,82,612,7322,2227
709,Intel E3-1285V4,2015,14,4,8,3.5,6,32,DDR3,1,2,16,1,1,1,95,556,7312,2166
710,Intel E3-1285V6,2017,14,4,8,4.1,8,64,DDR4,2,2,16,1,1,1,79,450,9313,2686
711,Intel E3-1285LV4,2015,14,4,8,3.4,6,32,DDR3,1,2,16,1,1,1,65,445,7865,2328
712,Intel E3-1286V3,2014,22,4,8,3.7,8,32,DDR3,1,2,16,1,1,1,84,662,7513,2410
713,Intel E3-1286LV3,2014,22,4,8,3.2,8,32,DDR3,1,2,16,1,1,1,65,774,6533,2224
714,Intel E3-1505LV5,2015,14,4,8,2,8,64,DDR4,2,2,16,1,1,1,25,433,4897,1654
715,Intel E3-1505LV6,2017,14,4,8,2.2,8,64,DDR4,2,2,16,1,1,1,25,433,6112,1844
716,Intel E3-1505MV5,2015,14,4,8,2.8,8,64,DDR4,2,2,16,1,1,1,45,434,7284,2114
717,Intel E3-1505MV6,2017,14,4,8,3,8,64,DDR4,2,2,16,1,1,1,45,434,6798,2181
718,Intel E3-1515MV5,2016,14,4,8,2.8,8,64,DDR4,2,2,16,1,1,1,45,489,8013,2176
719,Intel E3-1535MV5,2015,14,4,8,2.9,8,64,DDR4,2,2,16,1,1,1,45,623,7468,2169
720,Intel E3-1535MV6,2017,14,4,8,3.1,8,64,DDR4,2,2,16,1,1,1,35,623,8623,2540
721,Intel E3-1545MV5,2016,14,4,8,2.9,8,64,DDR4,2,2,16,1,1,1,45,679,8068,2233
722,Intel E3-1575MV5,2016,14,4,8,3,8,64,DDR4,2,2,16,1,1,1,45,1207,8137,2300
723,Intel E3-1585V5,2016,14,4,8,3.5,8,64,DDR4,2,2,16,1,1,1,65,556,8509,2430
724,Intel E3-1585LV5,2016,14,4,8,3,8,64,DDR4,2,2,16,1,1,1,45,445,8173,2281
725,Intel E3110,2008,45,2,1,3,6,1,DDR3,1,1,1,0,1,1,65,179,1157,1296
726,Intel E5-1428LV2,2014,22,6,12,2.2,15,384,DDR3,1,3,24,1,1,1,60,494,5911,1286
727,Intel E5-1620,2012,32,4,8,3.6,10,375,DDR3,1,4,40,1,1,1,130,294,5914,1779
728,Intel E5-1620V2,2013,22,4,8,3.7,10,256,DDR3,1,4,40,1,1,1,130,294,6619,2019
729,Intel E5-1620V3,2014,22,4,8,3.5,10,768,DDR4,2,4,40,1,1,1,140,294,7081,2038
730,Intel E5-1620V4,2016,14,4,8,3.5,10,1.54,DDR4,2,4,40,1,1,1,140,294,7421,2263
731,Intel E5-1630V3,2014,22,4,8,3.7,10,768,DDR4,2,4,40,1,1,1,140,372,7474,2085
732,Intel E5-1630V4,2016,14,4,8,3.7,10,1.54,DDR4,2,4,40,1,1,1,140,406,7874,2398
733,Intel E5-1650,2012,32,6,12,3.2,12,256,DDR3,1,4,40,1,1,1,130,583,8149,1736
734,Intel E5-1650V2,2013,22,6,12,3.5,12,256,DDR3,1,4,40,1,1,1,130,583,8899,1974
735,Intel E5-1650V3,2014,22,6,12,3.5,15,768,DDR4,2,4,40,1,1,1,140,583,10389,2129
736,Intel E5-1650V4,2016,14,6,12,3.6,15,1.54,DDR4,2,4,40,1,1,1,140,617,11288,2313
737,Intel E5-1660,2012,32,6,12,3.3,15,256,DDR3,1,4,40,1,1,1,130,1080,8400,1761
738,Intel E5-1660V2,2013,22,6,12,3.7,15,256,DDR3,1,4,40,1,1,1,130,1080,10654,2241
739,Intel E5-1660V3,2014,22,8,16,3,20,768,DDR4,2,4,40,1,1,1,140,1080,11998,1957
740,Intel E5-1660V4,2016,14,8,16,3.2,20,1.54,DDR4,2,4,40,1,1,1,140,1113,13078,2227
741,Intel E5-1680V3,2014,22,8,16,3.2,20,768,DDR4,2,4,40,1,1,1,140,1723,12870,2039
742,Intel E5-1680V4,2016,14,8,16,3.4,20,1.54,DDR4,2,4,40,1,1,1,140,1723,13500,2414
743,Intel E5-2403,2012,32,4,4,1.8,10,384,DDR3,1,3,24,0,1,1,80,188,2481,739
744,Intel E5-2403V2,2014,22,4,4,1.8,10,384,DDR3,1,3,24,0,1,1,80,192,2796,949
745,Intel E5-2407,2012,32,4,4,2.2,10,384,DDR3,1,3,24,0,1,1,80,250,2726,851
746,Intel E5-2407V2,2014,22,4,4,2.4,10,384,DDR3,1,3,24,0,1,1,80,250,3632,1267
747,Intel E5-2418L,2012,32,4,8,2,10,384,DDR3,1,3,24,1,1,1,50,428,3542,989
748,Intel E5-2420,2012,32,6,12,1.9,15,384,DDR3,1,3,24,1,1,1,95,387,4744,1019
749,Intel E5-2420V2,2014,22,6,12,2.2,15,384,DDR3,1,3,24,1,1,1,80,406,6100,1321
750,Intel E5-2430,2012,32,6,12,2.2,15,384,DDR3,1,3,24,1,1,1,95,519,5756,1196
751,Intel E5-2430V2,2014,22,6,12,2.5,15,384,DDR3,1,3,24,1,1,1,80,551,6589,1401
752,Intel E5-2430L,2012,32,6,12,2,15,384,DDR3,1,3,24,1,1,1,60,662,5299,1072
753,Intel E5-2430LV2,2014,22,6,12,2.4,15,384,DDR3,1,3,24,1,1,1,60,612,4513,650
754,Intel E5-2440,2012,32,6,12,2.4,15,384,DDR3,1,3,24,1,1,1,95,832,6061,1313
755,Intel E5-2440V2,2014,22,8,16,1.9,20,384,DDR3,1,3,24,1,1,1,95,832,6236,937
756,Intel E5-2448LV2,2014,22,10,20,1.8,25,384,DDR3,1,3,24,1,1,1,70,1424,6098,1202
757,Intel E5-2450,2012,32,8,16,2.1,20,384,DDR3,1,3,24,1,1,1,95,1107,7202,1368
